,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG,TRAVELER_ID,cluster,cluster_name
1552,여,20,1,12,2,2,6,서울특별시,제주,나홀로 여행,5,0,6,summer,3,h000514,6,뉴트럴바이브 듀오 스테이러
1554,여,40,2,2,5,1,3,제주특별자치도,제주,2인 여행(가족 외),1,1,6,summer,3,h000260,4,느슨하게 떠나는 듀오 무드러
1556,남,20,1,1,3,3,4,제주특별자치도,제주,3인 이상 여행(가족 외),1,3,7,summer,2,h002111,1,자연집중 번개여행 패밀리
1557,남,50,4,3,5,2,3,충청남도,제주,2인 여행(가족 외),3,1,7,summer,4,h001824,4,느슨하게 떠나는 듀오 무드러
1558,남,50,1,3,8,2,2,경기도,제주,2인 여행(가족 외),1,1,5,spring,3,h000177,5,차분템포 자연수집 패밀리
1559,여,50,1,2,3,1,1,대구광역시,제주,3인 이상 여행(가족 외),8,3,6,summer,3,h000702,7,패밀리 무드 ON 스탠다드러
1560,남,40,2,2,6,4,2,경상남도,제주,자녀 동반 여행,3,3,6,summer,3,h001407,5,차분템포 자연수집 패밀리
1562,남,30,2,2,4,1,1,경기도,제주,3인 이상 가족 여행(친척 포함),2,2,7,summer,4,h002249,7,패밀리 무드 ON 스탠다드러
1566,여,30,2,3,4,2,4,경기도,제주,자녀 동반 여행,2,2,6,summer,4,h000613,7,패밀리 무드 ON 스탠다드러
1567,여,20,1,4,4,6,3,경기도,제주,나홀로 여행,1,0,7,summer,3,h002040,2,탐험 ON한 듀오 트래블러
1568,남,40,2,11,1,2,3,전라북도,제주,자녀 동반 여행,2,2,6,summer,4,h000240,7,패밀리 무드 ON 스탠다드러
1569,남,60,3,13,2,2,2,서울특별시,제주,2인 여행(가족 외),2,1,5,spring,4,h000079,6,뉴트럴바이브 듀오 스테이러
1574,여,20,1,12,2,2,5,경상북도,제주,2인 여행(가족 외),7,1,6,summer,5,h001442,6,뉴트럴바이브 듀오 스테이러
1578,여,20,1,2,4,1,2,부산광역시,제주,나홀로 여행,7,0,6,summer,3,h001066,4,느슨하게 떠나는 듀오 무드러
1579,여,20,1,13,3,3,1,대구광역시,제주,나홀로 여행,1,0,6,summer,5,h000708,4,느슨하게 떠나는 듀오 무드러
1584,여,40,2,3,4,4,2,경기도,제주,나홀로 여행,1,0,6,summer,2,h000299,3,솔로감성 잠깐 리프레시러
1586,여,20,1,12,1,1,4,경기도,제주,2인 가족 여행,1,1,6,summer,4,h001212,6,뉴트럴바이브 듀오 스테이러
1588,남,30,1,2,3,2,2,제주특별자치도,제주,2인 여행(가족 외),2,1,5,spring,1,h000198,3,솔로감성 잠깐 리프레시러
1589,남,40,2,3,5,1,1,제주특별자치도,제주,2인 여행(가족 외),2,1,6,summer,3,h000770,4,느슨하게 떠나는 듀오 무드러
1590,여,50,2,1,1,1,1,경기도,제주,자녀 동반 여행,2,3,6,summer,6,h000750,7,패밀리 무드 ON 스탠다드러
1591,남,20,1,8,4,1,4,제주특별자치도,제주,2인 여행(가족 외),6,1,6,summer,3,h000654,4,느슨하게 떠나는 듀오 무드러
1592,여,20,1,7,4,5,1,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,4,h001833,4,느슨하게 떠나는 듀오 무드러
1594,여,50,2,3,3,6,7,광주광역시,제주,자녀 동반 여행,1,2,5,spring,5,h000208,7,패밀리 무드 ON 스탠다드러
1597,여,20,1,4,5,8,4,경기도,제주,3인 이상 여행(가족 외),5,2,7,summer,4,h001722,2,탐험 ON한 듀오 트래블러
1598,남,40,1,8,5,2,2,인천광역시,제주,2인 여행(가족 외),1,1,6,summer,3,h000634,4,느슨하게 떠나는 듀오 무드러
1599,여,20,1,12,2,4,2,서울특별시,제주,나홀로 여행,2,0,5,spring,3,h000315,6,뉴트럴바이브 듀오 스테이러
1600,여,50,1,2,3,3,4,제주특별자치도,제주,나홀로 여행,7,0,5,spring,2,h000063,3,솔로감성 잠깐 리프레시러
1601,여,20,1,3,5,2,3,경기도,제주,2인 여행(가족 외),1,1,6,summer,4,h001189,4,느슨하게 떠나는 듀오 무드러
1603,여,20,1,2,6,3,2,경기도,제주,나홀로 여행,7,0,7,summer,3,h001830,4,느슨하게 떠나는 듀오 무드러
1605,여,30,1,4,4,1,3,서울특별시,제주,2인 가족 여행,4,1,6,summer,5,h001405,4,느슨하게 떠나는 듀오 무드러
1611,여,40,2,3,3,2,2,서울특별시,제주,자녀 동반 여행,1,2,6,summer,4,h000802,7,패밀리 무드 ON 스탠다드러
1612,여,50,2,3,8,2,2,서울특별시,제주,자녀 동반 여행,3,3,6,summer,5,h000842,5,차분템포 자연수집 패밀리
1613,남,40,2,3,4,1,7,제주특별자치도,제주,2인 가족 여행,5,1,6,summer,1,h001642,3,솔로감성 잠깐 리프레시러
1615,여,30,1,4,4,2,2,제주특별자치도,제주,나홀로 여행,7,0,5,spring,1,h000059,3,솔로감성 잠깐 리프레시러
1616,남,50,2,1,4,4,1,전라남도,제주,자녀 동반 여행,1,3,6,summer,4,h000894,7,패밀리 무드 ON 스탠다드러
1618,남,30,1,12,5,2,3,경기도,제주,2인 여행(가족 외),1,1,7,summer,2,h001517,4,느슨하게 떠나는 듀오 무드러
1622,여,30,1,3,4,2,3,대전광역시,제주,2인 여행(가족 외),2,1,6,summer,4,h001271,4,느슨하게 떠나는 듀오 무드러
1626,남,30,1,3,4,3,6,대구광역시,제주,나홀로 여행,2,0,6,summer,3,h000733,4,느슨하게 떠나는 듀오 무드러
1627,여,30,1,3,5,4,3,서울특별시,제주,3인 이상 여행(가족 외),3,4,5,spring,4,h000170,7,패밀리 무드 ON 스탠다드러
1629,여,30,1,3,3,2,2,전라남도,제주,2인 여행(가족 외),3,1,7,summer,3,h001412,4,느슨하게 떠나는 듀오 무드러
1631,여,20,2,4,2,5,2,대구광역시,제주,2인 가족 여행,2,1,6,summer,4,h000880,6,뉴트럴바이브 듀오 스테이러
1634,남,20,1,3,4,2,6,전라남도,제주,3인 이상 여행(가족 외),2,3,6,summer,3,h001093,7,패밀리 무드 ON 스탠다드러
1637,여,40,1,3,6,4,3,경기도,제주,2인 여행(가족 외),1,1,7,summer,3,h002255,4,느슨하게 떠나는 듀오 무드러
1638,남,30,1,2,4,3,3,경기도,제주,2인 여행(가족 외),1,1,6,summer,3,h000570,4,느슨하게 떠나는 듀오 무드러
1640,여,30,1,12,3,5,1,대전광역시,제주,2인 여행(가족 외),2,1,7,summer,3,h000726,6,뉴트럴바이브 듀오 스테이러
1643,여,40,2,4,3,4,4,제주특별자치도,제주,나홀로 여행,2,0,6,summer,2,h001055,3,솔로감성 잠깐 리프레시러
1644,남,30,1,2,6,1,1,서울특별시,제주,2인 가족 여행,1,1,7,summer,4,h001810,4,느슨하게 떠나는 듀오 무드러
1648,여,20,2,13,2,3,2,세종특별자치시,제주,3대 동반 여행(친척 포함),9,5,7,summer,5,h000700,0,자연에 진심인 힐링패밀리
1650,여,30,1,4,3,1,2,제주특별자치도,제주,나홀로 여행,7,0,5,spring,2,h000235,3,솔로감성 잠깐 리프레시러
1654,남,60,2,2,5,2,3,서울특별시,제주,나홀로 여행,6,0,6,summer,2,h000607,3,솔로감성 잠깐 리프레시러
1662,남,60,2,2,1,1,3,경기도,제주,나홀로 여행,6,0,5,spring,3,h000184,6,뉴트럴바이브 듀오 스테이러
1663,여,30,1,3,3,1,2,인천광역시,제주,3인 이상 여행(가족 외),1,2,7,summer,4,h000859,4,느슨하게 떠나는 듀오 무드러
1664,여,30,1,3,5,2,2,부산광역시,제주,2인 여행(가족 외),2,1,6,summer,4,h000246,4,느슨하게 떠나는 듀오 무드러
1665,여,20,1,2,3,2,4,경상북도,제주,나홀로 여행,2,0,7,summer,3,h002053,6,뉴트럴바이브 듀오 스테이러
1666,남,20,1,3,4,1,3,제주특별자치도,제주,나홀로 여행,1,0,6,summer,3,h001588,4,느슨하게 떠나는 듀오 무드러
1667,여,20,1,3,5,2,5,경상북도,제주,2인 가족 여행,1,1,7,summer,4,h001818,4,느슨하게 떠나는 듀오 무드러
1669,남,30,1,2,6,3,1,대전광역시,제주,2인 여행(가족 외),2,1,6,summer,5,h001264,4,느슨하게 떠나는 듀오 무드러
1670,남,40,2,7,5,3,2,부산광역시,제주,자녀 동반 여행,9,2,6,summer,4,h000755,4,느슨하게 떠나는 듀오 무드러
1671,남,40,2,3,4,2,5,경기도,제주,3대 동반 여행(친척 포함),9,5,6,summer,4,h000872,0,자연에 진심인 힐링패밀리
1672,여,30,2,3,4,4,2,서울특별시,제주,부모 동반 여행,2,4,6,summer,3,h000499,7,패밀리 무드 ON 스탠다드러
1673,남,50,2,3,7,3,4,경기도,제주,나홀로 여행,7,0,5,spring,3,h000072,5,차분템포 자연수집 패밀리
1674,남,20,1,3,4,6,6,강원도,제주,나홀로 여행,6,0,7,summer,2,h001144,2,탐험 ON한 듀오 트래블러
